NODES_1;U1_1;U2_1;U3_1;R1_2;R2_2;R3_2;U1_2;U2_2;U3_2;R1_2;R2_2;R3_2;U1_3;U2_3;U3_3;R1_3;R2_3;R3_3;U1_4;U2_4;U3_4;R1_4;R2_4;R3_4;U1_5;U2_5;U3_5;R1_5;R2_5;R3_5
235;0,000277452;-0,000820568;8,57E-05;2,01E-05;-6,28E-08;3,97E-05;0,000277452;-0,000820568;8,57E-05;2,01E-05;-6,28E-08;3,97E-05;0,000189608;-0,001831067;0,00014629;5,60E-05;-5,10E-07;-2,54E-05;0,000470602;-0,002586541;-7,98E-05;-8,38E-05;3,80E-07;1,73E-05;0,000945788;-0,005271655;-1,00E-05;-7,41E-05;8,42E-07;3,51E-05
236;0,000283429;-0,00072871;8,60E-05;1,70E-05;1,62E-06;3,65E-05;0,000283429;-0,00072871;8,60E-05;1,70E-05;1,62E-06;3,65E-05;0,000200821;-0,001894975;0,000148221;5,86E-05;-1,60E-06;-2,76E-05;0,000487605;-0,002552735;-8,10E-05;-8,90E-05;3,21E-06;1,05E-05;0,000980438;-0,005212043;-1,19E-05;-7,10E-05;-5,28E-07;2,08E-05
237;0,00029446;-0,000596954;8,52E-05;1,28E-05;1,90E-06;3,24E-05;0,00029446;-0,000596954;8,52E-05;1,28E-05;1,90E-06;3,24E-05;0,000213105;-0,001992361;0,000149779;6,49E-05;-2,04E-06;-2,26E-05;0,000510427;-0,002513774;-8,18E-05;-9,97E-05;2,78E-06;1,05E-05;0,001026815;-0,005142153;-1,30E-05;-6,77E-05;-1,64E-06;2,22E-05
238;0,000302385;-0,000509427;8,34E-05;1,00E-05;7,15E-07;2,94E-05;0,000302385;-0,000509427;8,34E-05;1,00E-05;7,15E-07;2,94E-05;0,000217271;-0,002020428;0,000150997;6,88E-05;1,15E-07;2,04E-06;0,000523068;-0,002458215;-8,33E-05;-0,000105027;7,38E-08;2,85E-05;0,001051731;-0,005028595;-1,30E-05;-6,39E-05;-7,77E-08;6,78E-05
239;0,000311116;-0,000425572;8,18E-05;7,49E-06;8,13E-07;2,60E-05;0,000311116;-0,000425572;8,18E-05;7,49E-06;8,13E-07;2,60E-05;0,000226308;-0,002002063;0,000149383;6,68E-05;6,64E-07;9,70E-06;0,00054003;-0,00236161;-8,16E-05;-0,000102098;-3,88E-07;3,50E-05;0,00108663;-0,004830335;-1,29E-05;-5,79E-05;-2,47E-07;8,02E-05
240;0,000319323;-0,000351481;7,98E-05;5,33E-06;1,08E-06;2,30E-05;0,000319323;-0,000351481;7,98E-05;5,33E-06;1,08E-06;2,30E-05;0,000238853;-0,00197702;0,00014748;6,96E-05;1,08E-06;6,77E-06;0,000559889;-0,002261474;-8,01E-05;-0,00010508;-8,54E-07;3,11E-05;0,001127391;-0,004631319;-1,24E-05;-5,37E-05;-8,01E-07;6,90E-05
241;0,000325657;-0,000293983;7,72E-05;3,75E-06;2,24E-06;2,10E-05;0,000325657;-0,000293983;7,72E-05;3,75E-06;2,24E-06;2,10E-05;0,0002494;-0,001957229;0,000144735;7,00E-05;5,75E-07;9,00E-06;0,000576521;-0,002182121;-7,78E-05;-0,000104433;-1,12E-06;2,98E-05;0,001160943;-0,004474792;-1,03E-05;-4,91E-05;-3,84E-06;6,79E-05
242;0,000334971;-0,000224382;7,23E-05;1,90E-06;2,41E-06;1,52E-05;0,000334971;-0,000224382;7,23E-05;1,90E-06;2,41E-06;1,52E-05;0,000260731;-0,001872825;0,000138838;6,88E-05;4,02E-06;3,48E-05;0,000596633;-0,002033458;-7,24E-05;-0,000100623;-3,99E-06;4,75E-05;0,001201806;-0,004170965;-5,99E-06;-4,23E-05;-3,32E-06;0,000111511
243;0,000342397;-0,000194635;6,75E-05;1,38E-06;1,99E-06;7,49E-06;0,000342397;-0,000194635;6,75E-05;1,38E-06;1,99E-06;7,49E-06;0,000274224;-0,001795327;0,000132477;6,75E-05;2,62E-06;2,38E-05;0,000617625;-0,001934054;-6,62E-05;-9,67E-05;-2,27E-06;2,81E-05;0,001243952;-0,003962843;-7,85E-07;-3,80E-05;-2,24E-06;6,81E-05
244;0,000349614;-0,000179719;6,21E-05;1,55E-06;2,11E-06;2,47E-06;0,000349614;-0,000179719;6,21E-05;1,55E-06;2,11E-06;2,47E-06;0,000287241;-0,00173825;0,000124463;6,46E-05;3,07E-06;1,41E-05;0,000637206;-0,001868865;-5,82E-05;-8,91E-05;-2,71E-06;1,53E-05;0,001283967;-0,003824301;5,60E-06;-3,28E-05;-2,57E-06;3,66E-05
245;0,000354894;-0,000173528;5,63E-05;1,98E-06;2,33E-06;1,74E-06;0,000354894;-0,000173528;5,63E-05;1,98E-06;2,33E-06;1,74E-06;0,000294124;-0,001680911;0,00011598;6,76E-05;3,71E-06;2,45E-05;0,000648758;-0,001808419;-5,08E-05;-8,92E-05;-3,27E-06;2,54E-05;0,001307697;-0,003698786;1,18E-05;-3,02E-05;-2,86E-06;5,94E-05
246;0,000357887;-0,000163226;5,00E-05;2,32E-06;2,63E-06;5,72E-06;0,000357887;-0,000163226;5,00E-05;2,32E-06;2,63E-06;5,72E-06;0,000294438;-0,001564852;0,000104487;6,25E-05;6,73E-06;5,87E-05;0,000651985;-0,001687979;-4,05E-05;-8,14E-05;-7,07E-06;6,09E-05;0,001314066;-0,003449146;1,88E-05;-2,74E-05;-4,37E-06;0,000143886
247;0,000363307;-0,00012471;4,12E-05;2,07E-06;3,22E-06;1,44E-05;0,000363307;-0,00012471;4,12E-05;2,07E-06;3,22E-06;1,44E-05;0,000303646;-0,001267563;9,10E-05;5,03E-05;8,41E-06;9,59E-05;0,000666206;-0,001366703;-2,64E-05;-6,46E-05;-9,93E-06;0,00010628;0,001342883;-0,002785339;3,09E-05;-2,10E-05;-6,81E-06;0,000248283
248;0,000363747;-7,99E-05;3,56E-05;1,01E-06;2,75E-06;2,22E-05;0,000363747;-7,99E-05;3,56E-05;1,01E-06;2,75E-06;2,22E-05;0,000305388;-0,001010512;8,23E-05;4,12E-05;4,05E-06;0,00011494;0,000668536;-0,001075141;-1,57E-05;-5,19E-05;-4,24E-06;0,000132674;0,001347217;-0,002186487;4,08E-05;-1,44E-05;-4,41E-06;0,000309026
249;0,000366447;-1,74E-05;2,79E-05;-6,83E-07;3,08E-06;1,88E-05;0,000366447;-1,74E-05;2,79E-05;-6,83E-07;3,08E-06;1,88E-05;0,000310513;-0,000656987;7,06E-05;2,82E-05;5,18E-06;0,000118141;0,000675999;-0,000672526;-1,77E-06;-3,42E-05;-4,77E-06;0,000132531;0,001362264;-0,001361308;5,39E-05;-5,56E-06;-4,08E-06;0,000308189
250;0,000370373;9,83E-06;2,14E-05;-1,67E-06;4,04E-06;5,40E-06;0,000370373;9,83E-06;2,14E-05;-1,67E-06;4,04E-06;5,40E-06;0,000316334;-0,000405335;5,85E-05;1,60E-05;1,31E-05;0,000109092;0,000685298;-0,000402791;9,77E-06;-2,06E-05;-1,12E-05;0,000110698;0,001381343;-0,000809655;6,21E-05;-2,35E-06;-3,23E-06;0,00025663
251;0,000101709;-0,000388855;3,73E-05;2,13E-05;-4,80E-06;-0,000103076;0,000101709;-0,000388855;3,73E-05;2,13E-05;-4,80E-06;-0,000103076;4,69E-05;8,07E-06;1,35E-05;1,02E-07;-2,73E-07;-4,42E-06;0,000148358;-0,000383674;4,16E-05;2,13E-05;-3,15E-06;-0,000109641;0,000299796;-0,000805534;8,20E-05;6,43E-06;3,69E-06;-0,000257613
252;0,000107836;-0,00063165;3,69E-05;3,22E-05;4,39E-07;-0,000114964;0,000107836;-0,00063165;3,69E-05;3,22E-05;4,39E-07;-0,000114964;5,08E-05;-1,78E-05;1,57E-05;-1,56E-07;-9,78E-07;-1,85E-05;0,000158366;-0,00065651;3,79E-05;3,21E-05;2,03E-06;-0,000135032;0,000319177;-0,001361505;8,00E-05;5,65E-06;1,29E-06;-0,000309314
253;0,00011233;-0,000974833;3,64E-05;4,37E-05;2,31E-07;-0,000111253;0,00011233;-0,000974833;3,64E-05;4,37E-05;2,31E-07;-0,000111253;5,34E-05;-7,98E-05;2,02E-05;-2,96E-07;-1,36E-06;-2,21E-05;0,000165435;-0,001065929;3,19E-05;4,36E-05;2,09E-06;-0,000134581;0,00033462;-0,002190726;7,95E-05;3,31E-06;5,18E-07;-0,000310845
254;0,000114006;-0,001222768;3,74E-05;5,08E-05;-3,65E-06;-9,30E-05;0,000114006;-0,001222768;3,74E-05;5,08E-05;-3,65E-06;-9,30E-05;5,39E-05;-0,000124481;2,46E-05;-3,88E-07;-1,32E-06;-1,45E-05;0,00016746;-0,001361136;2,75E-05;5,08E-05;-1,73E-06;-0,000108443;0,00033896;-0,002790572;7,86E-05;-4,82E-08;1,93E-06;-0,000249786
255;0,000123007;-0,001510923;3,90E-05;6,16E-05;-2,29E-06;-5,68E-05;0,000123007;-0,001510923;3,90E-05;6,16E-05;-2,29E-06;-5,68E-05;5,92E-05;-0,000163325;3,25E-05;-4,46E-07;-1,70E-06;-5,80E-06;0,000181752;-0,001691082;1,87E-05;6,17E-05;7,40E-08;-6,32E-05;0,000367873;-0,003458606;7,43E-05;-4,67E-06;3,15E-06;-0,00014492
256;0,000123688;-0,00162542;4,14E-05;6,60E-05;-7,55E-07;-2,48E-05;0,000123688;-0,00162542;4,14E-05;6,60E-05;-7,55E-07;-2,48E-05;6,22E-05;-0,000173867;3,87E-05;-4,40E-07;-2,13E-06;-1,79E-06;0,000185303;-0,001817347;1,27E-05;6,60E-05;2,16E-06;-2,69E-05;0,000374401;-0,003711119;6,93E-05;-8,74E-06;1,60E-06;-5,99E-05
257;0,000130361;-0,001683495;4,33E-05;6,25E-05;-9,51E-07;-1,42E-05;0,000130361;-0,001683495;4,33E-05;6,25E-05;-9,51E-07;-1,42E-05;6,75E-05;-0,000180163;4,64E-05;-4,22E-07;-2,38E-06;-2,48E-06;0,000197205;-0,001882543;4,49E-06;6,21E-05;2,25E-06;-1,69E-05;0,000398384;-0,003838737;6,46E-05;-1,36E-05;1,42E-06;-3,77E-05
258;0,000142869;-0,001738722;4,78E-05;6,70E-05;-1,00E-06;-2,25E-05;0,000142869;-0,001738722;4,78E-05;6,70E-05;-1,00E-06;-2,25E-05;7,47E-05;-0,000194989;5,46E-05;-5,00E-08;-2,50E-06;-7,42E-06;0,000217017;-0,001953808;-1,99E-06;6,58E-05;2,43E-06;-3,05E-05;0,000438421;-0,003980275;6,05E-05;-1,70E-05;1,78E-06;-6,92E-05
259;0,00015628;-0,001812675;5,21E-05;6,81E-05;-1,72E-06;-3,39E-05;0,00015628;-0,001812675;5,21E-05;6,81E-05;-1,72E-06;-3,39E-05;8,20E-05;-0,0002241;6,20E-05;8,54E-07;-2,77E-06;-1,49E-05;0,000237988;-0,002058958;-8,05E-06;6,52E-05;2,41E-06;-4,98E-05;0,000480786;-0,00419093;5,57E-05;-2,21E-05;4,90E-06;-0,000113477
260;0,000167273;-0,001896142;5,64E-05;6,94E-05;-2,79E-07;-9,51E-06;0,000167273;-0,001896142;5,64E-05;6,94E-05;-2,79E-07;-9,51E-06;9,13E-05;-0,000292219;7,27E-05;3,14E-06;-3,03E-06;-2,05E-05;0,000258395;-0,002214498;-1,77E-05;6,25E-05;4,10E-06;-3,11E-05;0,00052161;-0,004500119;4,96E-05;-2,89E-05;2,31E-06;-6,91E-05
261;0,000177845;-0,00191841;5,84E-05;6,96E-05;-8,59E-07;-7,73E-06;0,000177845;-0,00191841;5,84E-05;6,96E-05;-8,59E-07;-7,73E-06;9,75E-05;-0,000348654;7,99E-05;5,12E-06;-2,50E-06;-2,25E-05;0,00027543;-0,002296038;-2,49E-05;5,93E-05;2,34E-06;-3,14E-05;0,000555699;-0,004660799;4,49E-05;-3,29E-05;1,54E-06;-7,05E-05
262;0,000189917;-0,001944682;6,11E-05;6,50E-05;-8,77E-07;-9,66E-06;0,000189917;-0,001944682;6,11E-05;6,50E-05;-8,77E-07;-9,66E-06;0,000105607;-0,000421015;8,83E-05;7,82E-06;-2,49E-06;-2,54E-05;0,000295858;-0,002398437;-3,27E-05;5,01E-05;2,27E-06;-3,64E-05;0,000596588;-0,004863668;3,94E-05;-4,05E-05;1,54E-06;-8,18E-05
263;0,000198614;-0,001961976;6,59E-05;6,88E-05;-8,43E-07;-1,29E-06;0,000198614;-0,001961976;6,59E-05;6,88E-05;-8,43E-07;-1,29E-06;0,000114251;-0,000502859;9,66E-05;1,09E-05;-2,46E-06;-2,87E-05;0,000313461;-0,002501771;-3,85E-05;4,87E-05;2,30E-06;-3,15E-05;0,000631652;-0,005065807;3,47E-05;-4,55E-05;1,37E-06;-6,89E-05
264;0,000202828;-0,00193429;6,92E-05;6,59E-05;5,16E-07;2,14E-05;0,000202828;-0,00193429;6,92E-05;6,59E-05;5,16E-07;2,14E-05;0,000122067;-0,000587876;0,0001045;1,41E-05;-3,40E-06;-3,15E-05;0,000325761;-0,002563239;-4,57E-05;4,02E-05;5,45E-06;-1,16E-05;0,000656074;-0,005180677;3,09E-05;-4,82E-05;1,31E-06;-2,26E-05
265;0,000215051;-0,001842078;7,34E-05;6,09E-05;1,01E-06;2,63E-05;0,000215051;-0,001842078;7,34E-05;6,09E-05;1,01E-06;2,63E-05;0,000132919;-0,000716165;0,000114352;1,91E-05;-3,54E-06;-3,55E-05;0,000349338;-0,002604993;-5,37E-05;2,68E-05;5,74E-06;-1,07E-05;0,000702952;-0,005253611;2,45E-05;-5,07E-05;2,61E-06;-2,19E-05
266;0,000226262;-0,001782077;7,51E-05;5,89E-05;-7,49E-07;2,34E-05;0,000226262;-0,001782077;7,51E-05;5,89E-05;-7,49E-07;2,34E-05;0,000138804;-0,000805895;0,000119828;2,27E-05;-1,97E-06;-3,86E-05;0,000367044;-0,00263902;-5,87E-05;1,87E-05;1,44E-06;-1,73E-05;0,000738015;-0,005316614;2,02E-05;-5,40E-05;1,43E-06;-3,69E-05
267;0,000236039;-0,001695868;7,84E-05;5,52E-05;-5,05E-07;3,41E-05;0,000236039;-0,001695868;7,84E-05;5,52E-05;-5,05E-07;3,41E-05;0,00014695;-0,000936497;0,000125998;2,74E-05;-1,93E-06;-4,79E-05;0,000385514;-0,002688973;-6,26E-05;6,71E-06;1,38E-06;-1,53E-05;0,000774276;-0,005408569;1,53E-05;-5,87E-05;1,11E-06;-3,13E-05
268;0,000238458;-0,00159207;8,05E-05;5,07E-05;2,25E-06;6,04E-05;0,000238458;-0,00159207;8,05E-05;5,07E-05;2,25E-06;6,04E-05;0,000154374;-0,001056966;0,000130801;3,22E-05;-4,52E-06;-6,12E-05;0,000395426;-0,002707271;-6,53E-05;-4,82E-06;7,27E-06;-6,87E-07;0,000794141;-0,005440365;1,32E-05;-5,95E-05;-1,99E-07;-3,72E-07
269;0,00024987;-0,001324997;8,30E-05;3,99E-05;3,96E-06;7,82E-05;0,00024987;-0,001324997;8,30E-05;3,99E-05;3,96E-06;7,82E-05;0,00016622;-0,001325798;0,000138976;4,38E-05;-5,59E-06;-7,83E-05;0,000419143;-0,002706052;-6,97E-05;-3,04E-05;1,01E-05;1,16E-06;0,000841566;-0,005440778;8,15E-06;-5,79E-05;9,83E-07;-6,78E-09
270;0,000261721;-0,001056225;8,40E-05;2,90E-05;2,77E-06;6,13E-05;0,000261721;-0,001056225;8,40E-05;2,90E-05;2,77E-06;6,13E-05;0,000177607;-0,001593295;0,000145103;5,53E-05;-3,74E-06;-6,05E-05;0,000442703;-0,00270447;-7,32E-05;-5,78E-05;7,94E-06;-3,81E-07;0,000889013;-0,005440535;3,70E-06;-6,04E-05;2,15E-06;2,85E-07
271;0,000269173;-0,000935172;8,46E-05;2,47E-05;-6,57E-08;4,78E-05;0,000269173;-0,000935172;8,46E-05;2,47E-05;-6,57E-08;4,78E-05;0,00018;-0,001697669;0,000147678;6,03E-05;-1,08E-06;-3,41E-05;0,000452659;-0,002691107;-7,56E-05;-6,88E-05;8,14E-07;1,21E-05;0,000908978;-0,005408665;4,01E-07;-6,00E-05;1,06E-06;3,13E-05
272;0,000277294;-0,000804556;8,59E-05;2,05E-05;-2,21E-08;3,86E-05;0,000277294;-0,000804556;8,59E-05;2,05E-05;-2,21E-08;3,86E-05;0,000189744;-0,001783869;0,000150394;6,44E-05;-6,26E-07;-2,34E-05;0,000470372;-0,002649763;-7,61E-05;-7,69E-05;2,59E-07;1,49E-05;0,000945313;-0,005316977;-1,86E-06;-5,60E-05;6,07E-07;3,67E-05
273;0,000283126;-0,000715124;8,63E-05;1,74E-05;1,77E-06;3,56E-05;0,000283126;-0,000715124;8,63E-05;1,74E-05;1,77E-06;3,56E-05;0,000200888;-0,00184382;0,000152787;6,69E-05;-1,96E-06;-2,64E-05;0,000487565;-0,002621569;-7,71E-05;-8,22E-05;3,09E-06;8,29E-06;0,000980318;-0,00525489;-2,90E-06;-5,33E-05;-9,73E-07;2,14E-05
274;0,000293918;-0,000586696;8,56E-05;1,32E-05;1,73E-06;3,16E-05;0,000293918;-0,000586696;8,56E-05;1,32E-05;1,73E-06;3,16E-05;0,00021301;-0,001936441;0,000154126;7,25E-05;-1,08E-06;-2,15E-05;0,000510752;-0,002591332;-7,81E-05;-9,36E-05;3,44E-06;8,04E-06;0,001027283;-0,0051832;-4,34E-06;-5,16E-05;3,65E-08;2,23E-05
275;0,000301734;-0,000501335;8,41E-05;1,05E-05;6,56E-07;2,87E-05;0,000301734;-0,000501335;8,41E-05;1,05E-05;6,56E-07;2,87E-05;0,000217149;-0,001964152;0,000154121;7,57E-05;2,51E-07;1,42E-06;0,000522862;-0,002538473;-8,00E-05;-9,96E-05;1,37E-07;2,89E-05;0,001051801;-0,005068227;-5,73E-06;-4,93E-05;8,34E-08;6,89E-05
276;0,000310302;-0,00041949;8,25E-05;7,93E-06;8,12E-07;2,54E-05;0,000310302;-0,00041949;8,25E-05;7,93E-06;8,12E-07;2,54E-05;0,000225735;-0,001946486;0,000152031;7,22E-05;6,24E-07;9,78E-06;0,000540277;-0,002440691;-7,83E-05;-9,65E-05;-4,53E-07;3,53E-05;0,00108698;-0,004865971;-6,11E-06;-4,48E-05;-3,69E-07;8,18E-05
277;0,000318299;-0,00034712;8,04E-05;5,71E-06;1,07E-06;2,25E-05;0,000318299;-0,00034712;8,04E-05;5,71E-06;1,07E-06;2,25E-05;0,00023768;-0,001919921;0,000150932;7,69E-05;1,08E-06;7,80E-06;0,000560678;-0,002341334;-7,66E-05;-9,88E-05;-8,62E-07;3,04E-05;0,001128027;-0,004663149;-4,76E-06;-3,76E-05;-8,13E-07;7,05E-05
278;0,000324408;-0,000290892;7,75E-05;4,09E-06;2,14E-06;2,05E-05;0,000324408;-0,000290892;7,75E-05;4,09E-06;2,14E-06;2,05E-05;0,000248109;-0,00189773;0,000148664;7,68E-05;1,35E-06;9,44E-06;0,00057763;-0,002263475;-7,41E-05;-9,84E-05;-5,52E-07;2,94E-05;0,001162163;-0,004503408;-2,26E-06;-3,39E-05;-2,43E-06;6,89E-05
279;0,000333481;-0,000222747;7,26E-05;2,24E-06;2,21E-06;1,49E-05;0,000333481;-0,000222747;7,26E-05;2,24E-06;2,21E-06;1,49E-05;0,0002589;-0,001814409;0,000142585;7,54E-05;3,36E-06;3,39E-05;0,000598023;-0,002111808;-6,89E-05;-9,45E-05;-5,09E-06;4,95E-05;0,001203174;-0,004194991;1,70E-06;-2,73E-05;-5,57E-06;0,000113263
280;0,000340725;-0,000193426;6,81E-05;1,71E-06;1,90E-06;7,47E-06;0,000340725;-0,000193426;6,81E-05;1,71E-06;1,90E-06;7,47E-06;0,000272203;-0,001740053;0,000135587;7,44E-05;2,65E-06;2,26E-05;0,00061936;-0,002007194;-6,27E-05;-9,03E-05;-2,37E-06;3,01E-05;0,001245762;-0,003983939;6,46E-06;-2,25E-05;-2,42E-06;6,90E-05
281;0,000347776;-0,00017836;6,26E-05;1,89E-06;2,09E-06;2,58E-06;0,000347776;-0,00017836;6,26E-05;1,89E-06;2,09E-06;2,58E-06;0,000284505;-0,001684428;0,0001268;7,00E-05;3,10E-06;1,44E-05;0,000639514;-0,001937626;-5,54E-05;-8,33E-05;-2,72E-06;1,62E-05;0,001285921;-0,003842509;1,13E-05;-1,95E-05;-2,56E-06;3,78E-05
282;0,000352901;-0,000171787;5,67E-05;2,42E-06;2,28E-06;1,87E-06;0,000352901;-0,000171787;5,67E-05;2,42E-06;2,28E-06;1,87E-06;0,000290975;-0,001625788;0,000118838;7,37E-05;3,56E-06;2,50E-05;0,000651624;-0,001875566;-4,75E-05;-8,26E-05;-3,53E-06;2,57E-05;0,001310045;-0,00371448;1,84E-05;-1,51E-05;-3,39E-06;6,01E-05
283;0,000355777;-0,000161235;5,03E-05;2,70E-06;2,58E-06;5,75E-06;0,000355777;-0,000161235;5,03E-05;2,70E-06;2,58E-06;5,75E-06;0,000291508;-0,001511471;0,000108458;6,91E-05;6,19E-06;5,68E-05;0,000654723;-0,00175091;-3,60E-05;-7,41E-05;-7,94E-06;6,37E-05;0,001316732;-0,003462602;2,77E-05;-1,11E-05;-6,05E-06;0,00014488
284;0,000360983;-0,000123051;4,14E-05;2,15E-06;3,14E-06;1,42E-05;0,000360983;-0,000123051;4,14E-05;2,15E-06;3,14E-06;1,42E-05;0,000300284;-0,001223968;9,46E-05;5,68E-05;8,84E-06;9,28E-05;0,000669413;-0,00141633;-2,21E-05;-5,73E-05;-9,74E-06;0,000110387;0,001345878;-0,002794535;3,92E-05;-5,11E-06;-6,19E-06;0,000249859
285;0,000361407;-7,91E-05;3,55E-05;9,06E-07;2,70E-06;2,17E-05;0,000361407;-7,91E-05;3,55E-05;9,06E-07;2,70E-06;2,17E-05;0,000301924;-0,000975778;8,46E-05;4,74E-05;4,29E-06;0,000110918;0,000671791;-0,001113159;-1,31E-05;-4,50E-05;-4,12E-06;0,000138038;0,001350266;-0,002191374;4,56E-05;4,51E-07;-4,08E-06;0,00031153
286;0,000363951;-1,81E-05;2,74E-05;-9,04E-07;2,84E-06;1,83E-05;0,000363951;-1,81E-05;2,74E-05;-9,04E-07;2,84E-06;1,83E-05;0,00030631;-0,000633033;7,16E-05;3,26E-05;4,78E-06;0,000115026;0,000680253;-0,000697069;-7,91E-07;-2,84E-05;-5,42E-06;0,000136013;0,001365887;-0,001360978;5,53E-05;5,89E-06;-5,59E-06;0,000309489
287;0,000367681;8,52E-06;2,11E-05;-1,65E-06;3,07E-06;5,29E-06;0,000367681;8,52E-06;2,11E-05;-1,65E-06;3,07E-06;5,29E-06;0,00031224;-0,000390133;6,01E-05;1,99E-05;1,13E-05;0,000104123;0,000689628;-0,000418353;1,20E-05;-1,53E-05;-1,38E-05;0,000115704;0,001385398;-0,000807928;6,58E-05;8,35E-06;-9,37E-06;0,000256979
288;0,000100356;-0,000369696;3,87E-05;2,46E-05;-2,82E-06;-9,92E-05;0,000100356;-0,000369696;3,87E-05;2,46E-05;-2,82E-06;-9,92E-05;4,70E-05;8,23E-06;1,32E-05;1,81E-07;8,23E-07;-4,72E-06;0,000145607;-0,000364392;4,27E-05;2,47E-05;-2,03E-07;-0,000105984;0,00029681;-0,000796566;8,55E-05;1,69E-05;9,79E-06;-0,000259382
289;0,000106901;-0,000604825;3,77E-05;3,59E-05;8,61E-07;-0,000111906;0,000106901;-0,000604825;3,77E-05;3,59E-05;8,61E-07;-0,000111906;5,12E-05;-1,81E-05;1,52E-05;-3,50E-07;-7,18E-07;-1,85E-05;0,000156045;-0,00062989;3,81E-05;3,56E-05;2,68E-06;-0,000131995;0,000316737;-0,001353951;8,14E-05;1,68E-05;2,61E-06;-0,0003088
290;0,000111847;-0,000938473;3,85E-05;4,90E-05;1,27E-08;-0,000108028;0,000111847;-0,000938473;3,85E-05;4,90E-05;1,27E-08;-0,000108028;5,42E-05;-8,01E-05;2,02E-05;-3,87E-07;-1,32E-06;-2,21E-05;0,000163517;-0,001029696;3,39E-05;4,88E-05;1,90E-06;-0,000131295;0,000333804;-0,002183218;8,43E-05;1,80E-05;9,49E-08;-0,00031162
291;0,000113797;-0,001179015;4,07E-05;5,65E-05;-3,95E-06;-9,02E-05;0,000113797;-0,001179015;4,07E-05;5,65E-05;-3,95E-06;-9,02E-05;5,49E-05;-0,000124757;2,48E-05;-2,93E-07;-1,25E-06;-1,45E-05;0,000165645;-0,001317366;3,10E-05;5,66E-05;-1,96E-06;-0,000105522;0,000338239;-0,002784829;8,69E-05;1,58E-05;1,23E-06;-0,000250233
292;0,00012289;-0,001458627;4,25E-05;6,74E-05;-1,83E-06;-5,53E-05;0,00012289;-0,001458627;4,25E-05;6,74E-05;-1,83E-06;-5,53E-05;6,05E-05;-0,000163529;3,29E-05;-6,29E-08;-1,65E-06;-5,80E-06;0,000179744;-0,001638524;2,26E-05;6,79E-05;6,13E-07;-6,17E-05;0,000366768;-0,003456293;8,33E-05;1,18E-05;4,80E-06;-0,000146599
293;0,000124281;-0,001571901;4,40E-05;7,13E-05;-5,86E-07;-2,54E-05;0,000124281;-0,001571901;4,40E-05;7,13E-05;-5,86E-07;-2,54E-05;6,37E-05;-0,000174038;3,91E-05;6,24E-09;-2,10E-06;-1,79E-06;0,000183726;-0,001763613;1,57E-05;7,18E-05;2,38E-06;-2,76E-05;0,000373344;-0,003711861;7,59E-05;6,67E-06;2,13E-06;-6,11E-05
294;0,000131014;-0,001631285;4,56E-05;6,78E-05;-9,90E-07;-1,43E-05;0,000131014;-0,001631285;4,56E-05;6,78E-05;-9,90E-07;-1,43E-05;6,92E-05;-0,000180359;4,69E-05;-7,83E-08;-2,36E-06;-2,49E-06;0,000195536;-0,001830502;7,30E-06;6,77E-05;2,24E-06;-1,73E-05;0,000397506;-0,003843727;7,01E-05;-1,36E-06;1,38E-06;-3,93E-05
295;0,000143188;-0,001684266;5,06E-05;7,28E-05;-1,02E-06;-2,10E-05;0,000143188;-0,001684266;5,06E-05;7,28E-05;-1,02E-06;-2,10E-05;7,64E-05;-0,000194912;5,52E-05;2,85E-07;-2,43E-06;-7,23E-06;0,000214843;-0,001900146;1,41E-06;7,20E-05;2,49E-06;-2,92E-05;0,000436971;-0,003986799;6,76E-05;-1,59E-06;1,93E-06;-6,91E-05
296;0,000156592;-0,001755177;5,54E-05;7,38E-05;-1,09E-06;-3,32E-05;0,000156592;-0,001755177;5,54E-05;7,38E-05;-1,09E-06;-3,32E-05;8,37E-05;-0,000223287;6,23E-05;1,19E-06;-2,57E-06;-1,45E-05;0,000235812;-0,002003551;-4,44E-06;7,14E-05;3,27E-06;-4,99E-05;0,000479267;-0,004200924;6,33E-05;-7,20E-06;7,19E-06;-0,000116172
297;0,000167858;-0,001837442;5,99E-05;7,54E-05;-1,02E-06;-9,58E-06;0,000167858;-0,001837442;5,99E-05;7,54E-05;-1,02E-06;-9,58E-06;9,30E-05;-0,000289617;7,31E-05;3,48E-06;-2,94E-06;-2,00E-05;0,000256528;-0,002161067;-1,38E-05;6,89E-05;3,46E-06;-3,20E-05;0,000520624;-0,004514789;5,76E-05;-1,39E-05;8,83E-07;-6,93E-05
298;0,000178617;-0,001861752;6,15E-05;7,58E-05;-8,86E-07;-9,12E-06;0,000178617;-0,001861752;6,15E-05;7,58E-05;-8,86E-07;-9,12E-06;9,92E-05;-0,000344455;8,05E-05;5,51E-06;-2,50E-06;-2,18E-05;0,000273872;-0,002247333;-2,12E-05;6,59E-05;2,32E-06;-3,39E-05;0,000555025;-0,004678305;5,23E-05;-1,73E-05;1,48E-06;-7,29E-05
